date,adj_close,adj_open,adj_high,adj_low,adj_volume,change
2008-01-24,-1.2673157615281894,-1.2543622842146418,-1.2594690379450697,-1.2706052389755937,4.338800311218586,-4.1761433346555314
2008-01-25,-1.2844206400564524,-1.2574228932255656,-1.264367296919477,-1.2779966482036895,3.0846966232274244,0.8842162500741039
2008-01-28,-1.2844206400564524,-1.2905692888140217,-1.2822870145339629,-1.287728670354032,2.8625934644475324,0.1999059902113362
2008-01-29,-1.279738982784857,-1.2814180678713247,-1.2835343972541624,-1.27972131035693,1.8205051209172491,0.39205877129326566
2008-01-30,-1.277780642488247,-1.2807447338888978,-1.2754416215572877,-1.2767955442041399,2.218226541013182,2.672122028521063
2008-01-31,-1.2680501391394183,-1.2866211031899186,-1.2717907453030801,-1.2786433965111577,2.503510864011773,-1.1111321678920916
2008-02-01,-1.2729765889480897,-1.265839568005641,-1.2719732891157904,-1.2700816808219506,1.572427397027366,-1.1614723712370714
2008-02-04,-1.2794023930463654,-1.2720526042978513,-1.2740725429619482,-1.2724222937441734,1.2624372695160047,-0.48267727279653666
2008-02-05,-1.286409579420209,-1.2836217063591897,-1.279853097031158,-1.2801832734336729,1.9346468718231273,-4.37694109619669
2008-02-06,-1.3089304928313201,-1.2823974627548202,-1.2861812825384749,-1.302141918348844,3.136217644043437,0.6561339966901625
2008-02-07,-1.3112560219335683,-1.3156356766135926,-1.3079039962511056,-1.3160008106515269,4.554147125223088,1.6658126928781845
2008-02-08,-1.2982820174684553,-1.3091777916005083,-1.305104991122856,-1.3026654765024872,2.532139707426382,0.6955528832430132
2008-02-11,-1.2861341878160102,-1.2910283801656486,-1.292083532482801,-1.2854188549702477,2.1025280286383197,-2.8215172130055524
2008-02-12,-1.30017915963082,-1.2827953419262286,-1.288980287666701,-1.296444373735503,2.1707686676312163,1.2967183800500848
2008-02-13,-1.286287183151671,-1.2950989901502123,-1.2926920118585024,-1.2902540685069805,1.4550865013027263,-0.904811117869322
2008-02-14,-1.292223402175794,-1.2867741336404528,-1.2895887670424022,-1.2860040082008153,1.414953190632329,-0.7795791225087102
2008-02-15,-1.3008829381749023,-1.2963538398446792,-1.3009064834304935,-1.2950892820436894,1.268181719336554,-1.8745286319037135
2008-02-19,-1.3083797096228986,-1.2972108103677378,-1.3019104744004124,-1.303158237117716,1.5565873490804578,0.8145893077476495
2008-02-20,-1.3033614626128114,-1.3088105185191974,-1.3084516276892368,-1.3024190961948847,1.4520430326308633,-2.2343751229440674
2008-02-21,-1.3103380499195085,-1.2970271738270824,-1.3027623455263941,-1.3049444943478334,1.3705232183075367,-1.5159307676243556
2008-02-22,-1.3167026558835389,-1.3079535479961388,-1.3148102371653272,-1.3203124660345926,3.015584197811897,0.6032259027247859
2008-02-25,-1.3158458820037484,-1.319859317048691,-1.3219294458610797,-1.3178671414816414,2.2563749808106253,0.7896580243147593
2008-02-26,-1.3176512269646976,-1.3227668956090801,-1.3191304407328301,-1.3216367601879677,2.9461137172585032,2.3566257378333795
2008-02-27,-1.305992982386405,-1.3209611362926232,-1.3131673428509336,-1.3134754124986023,2.8634107642187487,1.2870293114255194
2008-02-28,-1.2847266307277978,-1.2935074734645085,-1.2853294114124931,-1.2898229029686765,3.2612645090395453,-2.278527831602219
2008-02-29,-1.2996895745566674,-1.2857029204866177,-1.291383781200733,-1.2928102641983674,2.252778861817273,-1.332591565071612
2008-03-03,-1.3097566676439645,-1.301954754334705,-1.304253119996874,-1.313752590344643,3.1911791077059033,1.301825066781405
2008-03-04,-1.3009135372420488,-1.3094532464115032,-1.3075997565632551,-1.3063611811165472,3.725872185650359,0.46380295798148563
2008-03-05,-1.3013116311054627,-1.3045868780840992,-1.3068087333748197,-1.3006636365032298,2.159248632760738,-1.7684748180892846
2008-03-06,-1.312204593014727,-1.3018020299450535,-1.2996286767415208,-1.3050984820400728,2.8594098872434612,0.9341174362436453
2008-03-07,-1.3081655161529686,-1.3142890086487862,-1.3133806148721108,-1.3105188488073496,2.18323054319043,-1.1424741545847887
2008-03-10,-1.3159988773394329,-1.3094838525016006,-1.3119199601307343,-1.3095333275769399,1.5414167085652124,1.5701371366200092
2008-03-11,-1.2925596859236088,-1.3029953613984189,-1.299689524679091,-1.3014335749644752,1.9983106320972122,-0.4670331976094795
2008-03-12,-1.296599068776044,-1.293997170906256,-1.2960386484248594,-1.2916707552756945,1.7083248894622902,1.8430815572562411
2008-03-13,-1.2907546469533364,-1.3029953613984189,-1.293543882984484,-1.2983538211194452,2.2711875661880043,-1.5491545969205083
2008-03-14,-1.2948243228822411,-1.2853050413152096,-1.2911099654816791,-1.2946581165053854,1.978010462541666,2.0234680897823076
2008-03-17,-1.2944571340766267,-1.3077393053653623,-1.296312464143937,-1.2997397103496968,1.7443794850839505,1.6846177240723963
2008-03-18,-1.275822302191613,-1.2874474676228562,-1.2828909303143579,-1.2808916168180415,2.112779302911577,-1.5964561427247916
2008-03-19,-1.2854610083390265,-1.27538866811977,-1.278970801936379,-1.2778118629729878,1.571851395283842,0.9998183745366362
2008-03-20,-1.2744453441705472,-1.2815098861416405,-1.282008635219579,-1.2793209423570644,1.288995620176865,2.423058805510581
2008-03-24,-1.2552903281442587,-1.272664726100036,-1.259012678413282,-1.2655852402081829,1.7285939237884567,0.459310189009644
2008-03-25,-1.2508534634097395,-1.2544541024849578,-1.2521672854366068,-1.2542209485199627,1.688203747475677,1.7744689008694172
2008-03-26,-1.238369044018779,-1.2516689482850056,-1.2441353576773262,-1.2440269632928773,2.048741919884936,-2.0159544923354122
2008-03-27,-1.2530871953105722,-1.2391816635203898,-1.2454435883350958,-1.2460288032921587,1.5420861159968755,0.5337794296263373
2008-03-28,-1.2446418527813936,-1.2488225819048346,-1.24745157027491,-1.2410703996016248,0.7491963646141433,0.11716217692848124
2008-03-31,-1.2431424984917898,-1.2443234866587651,-1.244226629583693,-1.238237026064197,0.8977970306359737,1.3320478989373883
2008-04-01,-1.2246909550189302,-1.2350498413556315,-1.2322091619135334,-1.2348800943731024,1.6330943914736573,-0.5115242352251387
2008-04-02,-1.2309334707050756,-1.2274595310084933,-1.2275238707206098,-1.2279814457601874,1.6675688742042993,1.842908054950839
2008-04-03,-1.2183266550455767,-1.2327237785073055,-1.2201308463058036,-1.224439728838391,1.6859153081162712,0.372980733822372
2008-04-04,-1.2138285921767886,-1.2170228542812085,-1.2168298456926063,-1.2128906519194929,1.1378496491532464,-0.07372735097333173
2008-04-07,-1.2052302543119493,-1.204964054778122,-1.2016939212219833,-1.1994629251550903,1.9826963145633065,-0.26239953401489174
2008-04-08,-1.2145629697880176,-1.2128604260263287,-1.2115512871083916,-1.2080554383827597,1.582297264740722,-0.7303233366965098
2008-04-09,-1.2188468391868759,-1.2135949721889503,-1.2193398231173918,-1.2137837805345395,1.1906160791444458,1.3640673975236755
2008-04-10,-1.2093305293080006,-1.2202670998328111,-1.214684955893265,-1.2133526149962353,1.419584556002555,-2.283941658486072
2008-04-11,-1.232004438054772,-1.215400731505407,-1.2211348372757225,-1.226287581145433,2.126556641912082,0.43497557372498435
2008-04-14,-1.2300460977581624,-1.2336113551204855,-1.233456544633733,-1.2320159232972125,1.1119140030799795,-0.397797664994241
2008-04-15,-1.2282101537300902,-1.2255619534217208,-1.232026618100823,-1.2283818137600535,0.7031240089395734,0.7865531958226959
2008-04-16,-1.2119314500144476,-1.2183389161559175,-1.2187009197728935,-1.2132910199193347,0.9748255881212827,0.14169299509313033
2008-04-17,-1.2095141237108076,-1.2109322423494349,-1.2129203657037078,-1.2048832919223669,0.720442980282016,0.7742386588359964
2008-04-18,-1.1894717347376056,-1.196057682556299,-1.1938749612441864,-1.1893921300818064,1.616966342654987,2.118654835945606
2008-04-21,-1.1676851989377235,-1.1859270667300825,-1.174890404722211,-1.1789825620855574,1.6514019063489045,-2.7142281349010857
2008-04-22,-1.1920420563769063,-1.1704403851347382,-1.1764116031614882,-1.190285258696877,2.7645408433236,-0.41281014371678887
2008-04-23,-1.1838109073176815,-1.1807240314114889,-1.1860255772975923,-1.1810767947001775,2.9441755492296187,1.3250769570307295
2008-04-24,-1.165298471701206,-1.1768676640577251,-1.1703876573420215,-1.1868852104519305,3.477576515154818,-0.29158315734314944
2008-04-25,-1.162881145397566,-1.1606770423898567,-1.1669801728380707,-1.1646309091676699,1.5216380541017758,0.9015266718470777
2008-04-28,-1.1552007795467627,-1.1633091661392745,-1.1589178211099929,-1.1562847762476025,0.9510304890678682,1.3870964764301406
2008-04-29,-1.1466024416819234,-1.1591161317942738,-1.1531068430720102,-1.1528354519411452,1.3298294735083052,-0.7869130423228684
2008-04-30,-1.149968339066746,-1.143353995387958,-1.1399028406192449,-1.1446125091748793,1.9304280482421818,1.7038571820722634
2008-05-01,-1.1314559034502703,-1.1471797566516244,-1.1399028406192449,-1.1386377867154973,1.2745099547079726,0.2313088687991658
2008-05-02,-1.1285795911396004,-1.130958528893658,-1.1340614386124888,-1.1272734950272767,1.5594673577980773,0.9800261876518717
2008-05-05,-1.116982544695577,-1.126367615377249,-1.1237477131943163,-1.119574110414678,1.1382388395204923,0.703232343753287
2008-05-06,-1.1110769247385763,-1.1179509405971737,-1.1182409748441842,-1.116093988569782,1.317025110425915,-1.1579611424983924
2008-05-07,-1.1235307450623906,-1.1131457844500119,-1.1149551862153735,-1.121144784875655,1.9793804126343715,0.44981632657252324
2008-05-08,-1.1159727754801254,-1.1204300338960338,-1.120127260908858,-1.1133530076476934,1.262024727726724,0.10920442688740126
2008-05-09,-1.120899225288821,-1.122174581032272,-1.126972653885533,-1.1185885891842684,0.633723582652284,1.0012641431505638
2008-05-12,-1.1064870646683727,-1.1162369995510566,-1.1129167803067859,-1.1140305534936001,1.0381779961015707,0.4547136051305294
2008-05-13,-1.1009792325841332,-1.105586080192995,-1.105067396360192,-1.09860098672994,1.051169170560239,-1.620710358739833
2008-05-14,-1.1123008874239577,-1.0973530419535753,-1.1026639028261598,-1.1056536230350706,1.3113351472567798,0.9643264153370984
2008-05-15,-1.1016830111282392,-1.1111563885928997,-1.1097831115218888,-1.1098728858027977,1.1900867802449915,-0.8479020570169663
2008-05-16,-1.1081391083029843,-1.1003830448744014,-1.1085661527704862,-1.101249575036666,0.891414308613141,-1.4029431674415755
2008-05-19,-1.1204402392817912,-1.1077285065006652,-1.113464411744917,-1.1188041719534085,1.3919442561207511,1.3497753038677944
2008-05-20,-1.1134024538408247,-1.1263064031970307,-1.121161675847574,-1.1224382814905678,1.458744890754838,-2.509794148921226
2008-05-21,-1.1369943346016325,-1.114737301135692,-1.1155636655910985,-1.1343569288708935,1.9808359846078711,-0.7110283670418704
2008-05-22,-1.1404826282549931,-1.1344170170760137,-1.1358564527708195,-1.1474458827123066,2.1172705597495947,0.16062575266365525
2008-05-23,-1.1278758125955182,-1.129611860928852,-1.1338484708309815,-1.1295833104110613,1.2837960368704597,1.2026215897315644
2008-05-27,-1.1117807032826825,-1.123337612456423,-1.1203402286903654,-1.1171411048770923,0.9585107279263345,-0.13612496878970343
2008-05-28,-1.1100059573888796,-1.108983356195132,-1.1157157854350117,-1.111351167648412,0.8308407198549888,-0.05829783417350643
2008-05-29,-1.110985127537185,-1.1106972972412732,-1.1149551862153735,-1.1058692058042348,0.5617622837485167,0.4220990624808852
2008-05-30,-1.1046817197074472,-1.1089527501050347,-1.1108783743981745,-1.1000792685755545,0.45889926968542466,-0.7636232481950647
2008-06-02,-1.1127904724981341,-1.1058921410940876,-1.1105437107415272,-1.1088565670339257,0.6525370450049509,-0.48160035803856777
2008-06-03,-1.1150242043989431,-1.110789115511589,-1.1149551862153735,-1.11561539482226,0.8490236938127173,0.41015098883935663
2008-06-04,-1.1155749876073886,-1.1196648816433148,-1.1183322467505512,-1.1128602470324886,0.7835930092713361,1.03958020211843
2008-06-05,-1.1026009831422754,-1.1127785113687012,-1.1099656553346227,-1.1052532550352288,0.8627154109324281,-0.7524751443562506
2008-06-06,-1.1141980295863227,-1.1074224455995731,-1.1096309916779754,-1.1057152181119714,1.449217510564658,-1.0873826318231639
2008-06-09,-1.1265294536415986,-1.1168491213532414,-1.1248734000393519,-1.1358968057934087,4.012230674062549,1.7574078983245425
2008-06-10,-1.1141980295863227,-1.1308973167134397,-1.1192753897828762,-1.1258260107201246,1.9343666547587104,-1.1661959300379683
2008-06-11,-1.1289773790123612,-1.118624274579601,-1.1216484593481348,-1.1240705510284457,1.4356736857845007,-2.8517460941934774
2008-06-12,-1.1520796746990405,-1.1274694346212055,-1.1319926087351042,-1.1499096857883548,2.399706009259946,0.3264072219215609
2008-06-13,-1.1548029916740257,-1.1579224942800252,-1.1576704383897938,-1.168049435935665,2.50429702855361,1.9400607456822447
2008-06-16,-1.14112520866483,-1.1586876465327443,-1.146291874064132,-1.1564695614783047,1.6863667689422763,1.111332852422519
2008-06-17,-1.1270802368500201,-1.1375082321770584,-1.1338484708309815,-1.130784414410635,1.2636126244250874,-0.7448595219927947
2008-06-18,-1.1352807868420987,-1.1288467086761091,-1.1332095674865068,-1.1309691996413367,1.0184538282895483,0.8324520616974248
2008-06-19,-1.1287019874081385,-1.1365594433836839,-1.132783631923516,-1.132663064256115,0.9641929072881247,-0.4238448348781974
2008-06-20,-1.1459292622049637,-1.1424664187747782,-1.1368604437407146,-1.138206621177193,1.2322283132103777,-0.5485289060675125
2008-06-23,-1.1523856653703857,-1.1478836967241486,-1.1524375157587388,-1.148800974404144,0.5578548124613678,0.4370533372803444
2008-06-24,-1.152110273766163,-1.1562085532338844,-1.1527417554465895,-1.14858539163498,0.4915990443414254,1.0094847542448264
2008-06-25,-1.139442259972419,-1.1487406672472071,-1.1434624449671091,-1.1416559454836266,0.5541575039725317,-2.1030867441624785
2008-06-26,-1.1673792082663543,-1.1498424864911396,-1.1555894389248857,-1.1597341005540363,1.1800845878067716,1.3233947952274405
2008-06-27,-1.1617795789807228,-1.1734091758753697,-1.1685926431836908,-1.1716219503958996,1.6600107972723839,-0.9234903598937264
2008-06-30,-1.1698883317714097,-1.1623909834359976,-1.1642420156473912,-1.1640149583986399,0.6646486492336434,3.7165438364907395
2008-07-01,-1.147734607165913,-1.1807240314114889,-1.15596669613783,-1.1720839134726662,1.8519127835539935,-2.461690808847989
2008-07-02,-1.1676240008034544,-1.1470573322911872,-1.1476609526594717,-1.1592142381050028,1.090874371826666,0.2090527872003227
2008-07-03,-1.1616877817793074,-1.1637682574909012,-1.163724808178057,-1.1666943442438278,0.21753897153420582,0.7689115636856304
2008-07-07,-1.1462658519434554,-1.1533315807636162,-1.1486345196605938,-1.1477538580968099,1.0432608222978021,1.4238782235782446
2008-07-08,-1.132832861471336,-1.1459861191373761,-1.1408155596827967,-1.1451665568915945,1.2321816103663081,-2.071945569570534
2008-07-09,-1.14905036705271,-1.1311421654343137,-1.1371342594597922,-1.1408552094839188,1.252824267445031,0.6113495569678145
2008-07-10,-1.1417677890746434,-1.1474858175527165,-1.1479956163160956,-1.1493861276346877,1.0996856417411132,-0.9622756420321947
2008-07-11,-1.1541604112641886,-1.1460779374076917,-1.148695367598164,-1.1505256365573608,1.3479968798513438,-0.5007580730850794
2008-07-14,-1.1501825325366757,-1.1460779374076917,-1.1420325184341993,-1.1441197485596746,1.2257988883434754,-0.9327430681993719
2008-07-15,-1.1631565370017887,-1.1554740070712626,-1.1589482450787663,-1.1647233017830088,1.6538771570845885,0.979469960488386
2008-07-16,-1.1534566327200824,-1.1622685590755368,-1.1614125865503684,-1.1579170457854564,0.8414344816514222,-0.786353867768015
2008-07-17,-1.1565165394335595,-1.1499955169416978,-1.1551756729494183,-1.1493245325577872,0.8684987797897022,-1.1057734891487458
2008-07-18,-1.1768955181452532,-1.1679918979259996,-1.1713916483119169,-1.1690041596276124,1.1767609020704917,-0.2030435580081891
2008-07-21,-1.173407224491893,-1.1720012957303212,-1.1779328016007413,-1.1809536045463764,2.54464050202232,4.939001175135221
2008-07-22,-1.1864730261583976,-1.2270922579271826,-1.1923537628049328,-1.225887213145567,3.9877661675774716,0.4253656832971437
2008-07-23,-1.1734990216933083,-1.177357361499473,-1.1752859163164289,-1.1795985128545634,1.7142717182738076,-1.993284376707418
2008-07-24,-1.1956221472316586,-1.1799588791587698,-1.1847477706086196,-1.1891765473126423,1.0967122273353545,0.6755357419009962
2008-07-25,-1.1861670354870524,-1.191987072571735,-1.1916235875540677,-1.1885605965436363,0.5240964400064583,-3.0411939349762833
2008-07-28,-1.2097895153150064,-1.1864473702619516,-1.1932360578996881,-1.202819856846185,0.9329564884129686,0.22476389738978472
2008-07-29,-1.2015889653229281,-1.2036785989935341,-1.202424096472825,-1.2039593657688579,0.6642983779031222,0.8443053216109315
2008-07-30,-1.1930212265252114,-1.2001282925408392,-1.1992600037191545,-1.1964755639253992,0.7785880211485539,0.49752287211680735
2008-07-31,-1.195866939768735,-1.2001588986309364,-1.1940575050568965,-1.1937037854648724,0.5348303103351002,-1.2520812819665765
2008-08-01,-1.2028741261425786,-1.1933031344464442,-1.2007812021584314,-1.197491882694271,0.2766881235482381,-1.3083031604575863
2008-08-04,-1.2133696061697588,-1.2035867807231946,-1.2071398116345218,-1.206238383614204,0.40981458056837144,1.9635407308720165
2008-08-05,-1.190695697422987,-1.2068922384550158,-1.1983168606868293,-1.200356053770161,0.6762543059849162,1.5811291631963755
2008-08-06,-1.1798330285901684,-1.1932113161761282,-1.1782370412885919,-1.190562436542918,0.9626906324705555,0.27233933080516876
2008-08-07,-1.1817301707525332,-1.184274337864184,-1.182040037386737,-1.179783298085265,0.6317776308160545,2.0584535128734176
2008-08-08,-1.1634319286059878,-1.1813055471235763,-1.1713916483119169,-1.1728538519339358,0.7474917108056063,1.2413302970327516
2008-08-11,-1.1511617026850043,-1.1622991651656578,-1.1505512296940648,-1.1546217091712625,1.2403935271151967,1.123174852560909
2008-08-12,-1.141461798403298,-1.151740064077936,-1.1420629424029962,-1.1427954544062997,1.0874261451728673,0.4670187282822743
2008-08-13,-1.1335978381496876,-1.1380897478891459,-1.1399028406192449,-1.135434842716642,1.1042936556893046,0.3551757766420008
2008-08-14,-1.1335366400154185,-1.1370185347353106,-1.1385337620239049,-1.12946012025726,0.7399959043324501,-1.120907527035075
2008-08-15,-1.1444911060496288,-1.1348455023375668,-1.1406634398388833,-1.1380526334849295,0.7315193381338344,-0.04254782564257895
2008-08-18,-1.1455620733993492,-1.145465815605507,-1.1465656897832095,-1.1418407307143283,0.2971906720947522,-0.33377431708201705
2008-08-19,-1.1512534998863961,-1.1486182428867702,-1.1488170634733044,-1.1480310359428745,0.47563445547699845,0.38858720005411757
2008-08-20,-1.1441851153782834,-1.1479066512917215,-1.149212575067522,-1.1424874790217965,0.17191807668564113,-0.042941301030730177
2008-08-21,-1.1489279707841717,-1.1488324855175467,-1.1537457464165084,-1.1477846556352722,0.2630820283093213,0.3531030115599622
2008-08-22,-1.141278204000491,-1.1447006633527643,-1.1475088328155345,-1.136451161485514,-0.015282489959637944,-1.247613695419957
2008-08-25,-1.154252208465604,-1.1436906623791716,-1.1513726768512733,-1.1484929990196409,0.10929734659577542,0.327663160861947
2008-08-26,-1.1509169101479282,-1.154066126926238,-1.1554799126372688,-1.1455669248914604,0.0012269654189332368,0.4927847198238052
2008-08-27,-1.1477652062330355,-1.1523827919702179,-1.1528026033841596,-1.1468579577032998,0.0908263717662849,-0.5186598892131016
2008-08-28,-1.150610919476559,-1.146353392218687,-1.1513118289137032,-1.1451360673285222,-0.03815131593900717,-1.2092751934649448
2008-08-29,-1.1634931267402566,-1.1534540051240532,-1.1596784203296315,-1.1565616461182533,0.42861247530634855,-2.250153968945291
2008-09-02,-1.1737132151632381,-1.1551679461701703,-1.1596784203296315,-1.1690041596276124,0.9330965969451771,0.06345804482416972
2008-09-03,-1.1713570869938672,-1.1721849322709765,-1.17434277328408,-1.1720839134726662,0.8054188050664863,-1.7285549125479676
2008-09-04,-1.18892095152916,-1.1751843291017054,-1.1766778128883484,-1.1819083282383478,0.8291905526978661,0.6227982314568773
2008-09-05,-1.1921032545111754,-1.1974349566112026,-1.1934490256811954,-1.1916403503886903,0.950111999801168,-2.538283838981245
2008-09-08,-1.1990186436836037,-1.1791325147258085,-1.1858734574536787,-1.2107086463202656,1.6703788286558148,-2.05478789661143
2008-09-09,-1.218112461575647,-1.202729810200136,-1.2008724740647747,-1.2158472156107216,2.223714125191349,-0.26468896872875813
2008-09-10,-1.2183266550455767,-1.2166249751097764,-1.215993186551011,-1.218896171917313,1.4678986481924614,1.7986509296938695
2008-09-11,-1.2151443520635856,-1.2292958964150713,-1.2220779803080477,-1.227519482683445,1.4623176583261552,-0.7836602021970128
2008-09-12,-1.2264966059705327,-1.2209407398760972,-1.2284064700550583,-1.2259796057609298,0.9671896731159182,-0.7029778887396733
2008-09-15,-1.2527506055720805,-1.2481186418323342,-1.238202683764203,-1.2448892943694858,1.3219289090532134,2.634187609273099
2008-09-16,-1.2542193607945382,-1.2731238174516866,-1.2539927235637345,-1.2701740734372895,2.0980912584517166,-5.0460740827334
2008-09-17,-1.2910912366918044,-1.258953197731051,-1.2661318871090343,-1.2834786100478668,2.099811479874943,1.614485393531072
2008-09-18,-1.2719362206655158,-1.2831932210976604,-1.2615987157600241,-1.3054988500399387,3.422498294382178,-0.708778950458587
2008-09-19,-1.2510676568796695,-1.246374094696096,-1.2488206488702498,-1.257362297441917,2.740364337710284,-4.101125643047111
2008-09-22,-1.2812383370744613,-1.2545153146651762,-1.2608381165404094,-1.2747629066663961,1.1442323711760791,-2.379650500825855
2008-09-23,-1.2941205443381587,-1.2792756415636546,-1.2743767826498225,-1.287081922046588,2.3219535576915598,0.699438048955617
2008-09-24,-1.2883985187839657,-1.2932932308337557,-1.289132407510638,-1.291732350352595,1.6732588373734343,1.000563282259009
2008-09-25,-1.2785456191665985,-1.2855498900360833,-1.2774496034971259,-1.2813535798948081,1.5593661683025934,1.5972276806843564
2008-09-26,-1.2898366749393004,-1.300516268099559,-1.292631163920932,-1.2983538211194452,1.8940854517487593,-8.267650255660165
2008-09-29,-1.3601533312147653,-1.3167068897674277,-1.323420220331536,-1.367371104786866,6.051767226000011,2.911270574953673
2008-09-30,-1.3344501148216392,-1.3515060142217592,-1.3376586377230173,-1.349785710331661,3.284693769147749,-1.538978160237915
2008-10-01,-1.3483420913007644,-1.340273579151634,-1.3456905654823217,-1.3464287786405666,2.366764936576253,-4.78054440489327
2008-10-02,-1.3759424498562318,-1.3522405603843806,-1.3565519223386253,-1.3691881595554216,3.2365509207194307,-4.317088228632672
2008-10-03,-1.3852139671980546,-1.3645136025182436,-1.3635190111904407,-1.3856648426264158,5.140898306690356,3.8451547051069817
2008-10-06,-1.3819398670146241,-1.4013633350099293,-1.387006315092605,-1.4075618924646627,4.6211034360040735,-7.6928964816340715
2008-10-07,-1.4094178293015531,-1.3752869462367419,-1.378730995583044,-1.4032194395431583,3.9854855120254107,2.6431301207733253
2008-10-08,-1.4074900880720893,-1.4198723680035756,-1.3944601874449818,-1.4132902346164422,4.899997253172487,-3.136015860009729
2008-10-09,-1.4107029901212274,-1.3971090884847337,-1.3960726577906017,-1.4104568610790147,3.258843744955276,6.985697620922345
2008-10-10,-1.3860401420106752,-1.420522747418382,-1.3832945909008036,-1.4153844672310865,4.932128809892309,3.165717472834968
2008-10-13,-1.344853797647428,-1.3628302675622237,-1.3512581517700004,-1.366046810633491,3.041154004939953,-7.089222602256687
2008-10-14,-1.3637640211366404,-1.3269905360441545,-1.3333992820930844,-1.3595177324820038,4.269656750573679,-3.633126580499536
2008-10-15,-1.382521249290192,-1.3650032999599913,-1.3619978127511874,-1.3756864401684707,3.166527789844548,1.283758448877556
2008-10-16,-1.3704652168391385,-1.3774599786345094,-1.3728591696074912,-1.394626926315489,4.268341287132388,-1.352327576125322
2008-10-17,-1.3842041979826032,-1.3779802821663785,-1.3770881012686267,-1.4126588850782171,3.6615000989078865,-0.8071222537519406
2008-10-20,-1.381021895000588,-1.3774293725444122,-1.3832033189944604,-1.3887753940099081,3.0692146304183825,-3.60554304217593
2008-10-21,-1.402288246659195,-1.3860908960453613,-1.3896836243457147,-1.3964131835456064,4.8608524860348945,-0.2937560233681424
2008-10-22,-1.3858259485407454,-1.3848054402607497,-1.3794915948026587,-1.3909620192398913,5.0141623555004005,1.0834838833173046
2008-10-23,-1.381664475410425,-1.3874375640101677,-1.3855763885596952,-1.3941341657002841,3.420209855022772,3.833071619724588
2008-10-24,-1.3873253028303254,-1.4063521276977464,-1.3896836243457147,-1.3996469250828998,3.182881569076221,-1.9459769168026504
2008-10-27,-1.4004523026310993,-1.3918448409859214,-1.3905050715028995,-1.3942573558540854,2.12292938768935,2.7437440752985394
2008-10-28,-1.3765238321317999,-1.3907430217419652,-1.3817733924615505,-1.392686681393108,3.3054064804925756,2.163832245004557
2008-10-29,-1.3623258649813055,-1.374123914812591,-1.3542701246797337,-1.3693729447861234,4.186214335836157,1.5570891976829355
2008-10-30,-1.3424670704109105,-1.3515672264019776,-1.346207772951656,-1.34575123279466,3.316405000270945,0.12707473530826308
2008-10-31,-1.3530237485723837,-1.3541075318810558,-1.3504975525503617,-1.3533582247919198,3.376636101505921,0.6047826123396953
2008-11-03,-1.354951489801871,-1.358606627127149,-1.3556087793062765,-1.3542205558685283,1.7036234698259596,0.5671222454767183
2008-11-04,-1.342620065746595,-1.3461805545427283,-1.3474247317030585,-1.3486462014089882,2.6508661208584168,-3.2792786756934054
2008-11-05,-1.3661507483731576,-1.3494860122745496,-1.3537224932416023,-1.3599796955587462,2.2554876267733044,-1.1755411940797955
2008-11-06,-1.379002356569709,-1.3735423991005036,-1.374836727578532,-1.3753476672455296,2.4295646942350517,-0.5985633504671763
2008-11-07,-1.3816338763432785,-1.379082101410311,-1.3837509504325916,-1.3823695060122219,1.8073582703116824,-2.6982628609061026
