date,adj_close,adj_open,adj_high,adj_low,adj_volume,scaled_adj_close,scaled_adj_open,scaled_adj_high,scaled_adj_low,scaled_adj_volume,change,next_change
2008-01-02,25.039655611834,25.608972355626,25.7362011539,24.745358694615,269794700.0,-0.8198010848127433,-0.8132373513358093,-0.8176180377459616,-0.8216667673247953,-0.37886706225253763,-1.66290289468363,0.04617042015261509
2008-01-03,25.051221866223,25.112908556295,25.367366152843,24.763350645886,210516600.0,-0.8196620424399083,-0.8192539080362232,-0.8220441854854253,-0.8214484319284296,-0.5214025011476839,0.04617042015261509,-8.264371008051997
2008-01-04,23.138934473983,24.603993363199,24.803189966557,22.989858306308,363958000.0,-0.8426503814144107,-0.8254263340812068,-0.8288144950938758,-0.8429700638560039,-0.15244942583512,-8.264371008051997,-1.3566764242294682
2008-01-07,22.829215884245,23.293151199163,23.595158952642,21.876927606254,518048300.0,-0.8463736271757405,-0.8413250072273869,-0.8433112855994376,-0.8564756676598293,0.2180639431828606,-1.3566764242294682,-3.7313868613135814
2008-01-08,22.008011822658,23.150500728371,23.44865306372,21.950180550715,380954000.0,-0.8562456356466466,-0.8430551569521163,-0.8450694070011806,-0.8555867306889057,-0.11158218617221072,-3.7313868613135814,4.542920847268495
2008-01-09,23.05540041451,22.01443751954,23.068251808275,21.628895706589,453470500.0,-0.8436545763292933,-0.8568340070121367,-0.8496343537986697,-0.8594855770525913,0.06278526411111263,4.542920847268495,-0.7751937984506331
2008-01-10,22.878051180552,22.821505047986,23.261022714751,22.542629803284,370743800.0,-0.8457865593793512,-0.8470454121731124,-0.847321036164801,-0.8483972579942616,-0.13613282693510997,-0.7751937984506331,-3.0864554982942294
2008-01-11,22.193071892874,22.618453026498,22.856203811151,21.847369400594,308071400.0,-0.8540209576813815,-0.8495081478173254,-0.85217900319593,-0.8568343615252934,-0.2868299316097228,-3.0864554982942294,3.4064212999222563
2008-01-14,22.975721773166,22.813794211727,23.057970693263,22.511786458248,275112600.0,-0.8446124237865723,-0.847138933779854,-0.849757730739142,-0.8487715472451742,-0.36608005979293623,3.4064212999222563,-5.761949834356825
2008-01-15,21.72399602045,22.839496999257,23.032267905733,21.161104973541,585819500.0,-0.8596598983572452,-0.8468271950907147,-0.850066173090323,-0.865162297358124,0.38102121975634606,-5.761949834356825,-5.8882485592571445
2008-01-16,20.515965006535,21.234357918001,21.72014060232,20.138134029842,553461300.0,-0.8741821017416749,-0.8662952762275588,-0.8658121551181852,-0.8775762241801208,0.30321524691212676,-5.8882485592571445,0.7769283361293254
2008-01-17,20.676607428598,20.756286069941,21.251064729896,20.359178002601,439464900.0,-0.8722509576745984,-0.872093615845575,-0.8714412280272543,-0.8748938178819015,0.029108504178020134,0.7769283361293254,0.29127416955989577
2008-01-18,20.737008979294,20.781988857471,21.30118516558,20.512109588405,431085900.0,-0.8715248475053738,-0.8717818771564356,-0.8708397654424456,-0.8730379670127868,0.00896102235079499,0.29127416955989577,-3.6751477769253036
2008-01-22,20.001909255932,19.027773608541,20.559659745336,18.763034896981,608688500.0,-0.8803617627563363,-0.8930580426902879,-0.8797383272740562,-0.8942632866167158,0.43601021151035146,-3.6751477769253036,-11.913253566495703
2008-01-23,17.872690336938,17.502313168629,17.991951271078,16.210748095241,843242400.0,-0.9059579186790203,-0.9115597338907877,-0.9105517181571589,-0.9252357221298709,1.0,-11.913253566495703,-2.5604719764027846
2008-01-24,17.426489945415,17.990666131701,18.081911027433,16.96512490925,501466700.0,-0.9113218644397415,-0.9056366987971156,-0.9094721699280257,-0.9160812308679234,0.1781931370405625,-2.5604719764027846,-4.299669256207373
2008-01-25,16.708097033949,17.862152194051,17.875003587816,16.656691458889,388684800.0,-0.9199579407077105,-0.9071953922428124,-0.9119551308550379,-0.9198241233770619,-0.09299331488567153,-4.299669256207373,0.0
2008-01-28,16.708097033949,16.470346249295,17.118056495054,16.250587415913,368711000.0,-0.9199579407077105,-0.9240760422597876,-0.921038758097357,-0.9247522651807694,-0.14102073731324383,0.0,1.1631442907080005
2008-01-29,16.904723358554,16.85460292287,17.065365780617,16.584723653804,274995700.0,-0.9175942203696102,-0.919415548857136,-0.9216710649172838,-0.9206974649625369,-0.3663611483029736,1.1631442907080005,0.48418822817161744
2008-01-30,16.98697227865,16.882875989154,17.407212854768,16.706811894572,310762900.0,-0.9166054746072703,-0.9190726362990705,-0.917568781646554,-0.919215903344335,-0.28035816321994167,0.48418822817161744,2.349290780143204
2008-01-31,17.395646600379,16.636129228864,17.561429579948,16.629703531982,336418600.0,-0.911692644100619,-0.9220653277148326,-0.9157181275394687,-0.9201516264716165,-0.21866849267277155,2.349290780143204,-1.2037383177546899
2008-02-01,17.188739160762,17.508738865512,17.553718743689,16.98697227865,252686000.0,-0.9141799576590117,-0.9114817992184968,-0.9158106602448229,-0.9158161093151996,-0.42000529143709975,-1.2037383177546899,-1.5951386251414206
2008-02-04,16.918859891696,17.247855572081,17.465044126711,16.889301686036,224808500.0,-0.917424279691702,-0.9146459469132795,-0.9168747863563911,-0.9170013586097563,-0.48703732683970946,-1.5951386251414206,-1.77025355596919
