date,close,open,high,low,volume,change
2008-01-02,-0.39288885699613996,-0.3676625642592177,-0.37370317529536057,-0.3935667067555906,0.5397939742118603,-0.12978988174851874
2008-01-03,-0.3923701995459095,-0.38988819578641554,-0.3900986433344402,-0.39275269552934144,0.08560108656347619,-3.8264879482512457
2008-01-04,-0.47812156465067873,-0.41268962087649413,-0.4151774254569348,-0.4729909449739052,1.2612796685492478,-1.2147177180021922
2008-01-07,-0.49201005859573893,-0.4714205642903328,-0.468876867814896,-0.5233433536833199,2.4419301670572264,-3.1337617154188817
2008-01-08,-0.5288347375621014,-0.47781187283830945,-0.4753893533774572,-0.5200291651193051,1.3915041919140643,2.7625846851604607
2008-01-09,-0.4818674240134543,-0.5287120237969696,-0.49229896501358117,-0.534565079873755,1.9471306127533632,0.16994248959096683
2008-01-10,-0.48982017158365465,-0.49255218804805706,-0.4837299050628427,-0.49322493831209946,1.313272935826782,-1.1445720371183254
2008-01-11,-0.5205362183584141,-0.5016497263415733,-0.5017249309593935,-0.5246806578407291,0.8330726876431427,0.4479321126885202
2008-01-14,-0.48544039755948637,-0.49289766418578557,-0.4927559815442873,-0.4946203861285267,0.5805400905216836,-3.0995233781718117
2008-01-15,-0.5415706593955384,-0.4917460770600241,-0.49389852287105235,-0.5557293717562343,2.9611977722503107,-2.107361534660864
2008-01-16,-0.5957415486418308,-0.5636626930638325,-0.5522252576024124,-0.602011724334403,2.713267013722221,-0.21429853606858823
2008-01-17,-0.5885379729441855,-0.5850822136029973,-0.573076636815876,-0.5920110149833414,1.839818740287002,-0.1119689768368025
2008-01-18,-0.5858294284818707,-0.5839306264772356,-0.5708486812286839,-0.5850919195602231,1.7756182648060772,2.9783380481669193
2008-01-22,-0.6187929908742956,-0.662526447810461,-0.6038109985058581,-0.6642254394834487,3.1364216263824587,1.2786754667095832
2008-01-23,-0.714272064601165,-0.7308731437244087,-0.7179508770496946,-0.7796987462927991,4.9335897736441,-1.9468871052247472
2008-01-24,-0.7342807164589445,-0.7089929883349393,-0.7139519824060168,-0.7455684184493506,2.3148808050528697,-4.176143334655583
2008-01-25,-0.7664951069788142,-0.714750923963747,-0.723149440086476,-0.7595228966136224,1.4507381143210263,0.8842162500723655
2008-01-28,-0.7664951069788142,-0.7771093668237347,-0.7567972821597092,-0.7778962928632474,1.2976974821261467,0.19990599021026864
2008-01-29,-0.7576779303248964,-0.7598931392935995,-0.7591394918795777,-0.7627789415186192,0.5796443946649322,0.39205877129661726
2008-01-30,-0.7539896995677019,-0.7586263934552618,-0.7439436922336015,-0.7572552939119284,0.8536951461414014,2.6721220285202367
2008-01-31,-0.7356638029928922,-0.7696816298625727,-0.7370884442730106,-0.7607439134529963,1.050270887732995,-1.11113216789173
2008-02-01,-0.7449420084914595,-0.7305852469429682,-0.7374312066710401,-0.7445799762460479,0.4087059356797564,-1.1614723712386374
2008-02-04,-0.7570440156635035,-0.7422738562694479,-0.7413729742483798,-0.7489988943314008,0.1951066093616418,-0.4826772727969214
2008-02-05,-0.7702409663415896,-0.7640388529463411,-0.7522271168526486,-0.7636510964038863,0.6582939997152482,-4.376941096198344
2008-02-06,-0.812655620049325,-0.761735678694818,-0.764109546651006,-0.8051075252835777,1.4862387782481976,0.6561339966909031
2008-02-07,-0.8170353940734932,-0.8242668596236699,-0.8048982720165212,-0.8312721718415875,2.4632659641719394,1.665812692877746
2008-02-08,-0.7926008653070805,-0.8121176154468857,-0.7996425819134017,-0.8060959674868802,1.0699976503745023,0.6955528832458733
2008-02-11,-0.7697223088913593,-0.7779730571680559,-0.7751921975206278,-0.7735355184369124,0.7739728514422813,-2.8215172130026467
2008-02-12,-0.7961738388531125,-0.7624842103265631,-0.7693652367541256,-0.7943509483652845,0.8209942021976087,1.296718380048265
2008-02-13,-0.770010451919265,-0.78563111155437,-0.7763347388473929,-0.7826640729027069,0.32785195340114803,-0.90481111786967
2008-02-14,-0.7811904014020106,-0.7699695266440131,-0.7705077780808907,-0.7746402479582505,0.30019801425497855,-0.7795791225084231
2008-02-15,-0.7974992967814793,-0.7879918651621813,-0.7917590467587222,-0.7917926273685014,0.1990648341657289,-1.8745286319022696
2008-02-19,-0.811618305148864,-0.7896040871382474,-0.7936442399478846,-0.8070262660311649,0.39779131850317473,0.8145893077472309
2008-02-20,-0.8021672138335535,-0.8114266631714288,-0.8059265592106098,-0.8056308182147377,0.325754845137736,-2.23437512294418
2008-02-21,-0.8153065359060583,-0.7892586110005189,-0.7952437978053558,-0.8103985982541972,0.2695834516781098,-1.5159307676230784
2008-02-22,-0.8272932858669403,-0.8098144411953624,-0.8178661160753055,-0.8394122841040794,1.4031160573623687,0.6032259027213571
2008-02-25,-0.8256796849106676,-0.8322128107914245,-0.8312338495984574,-0.8347956775780662,0.8799814059853456,0.7896580243121135
2008-02-26,-0.8290797726399561,-0.8376828496387919,-0.8259781594953378,-0.8419124614418448,1.355247281784486,2.356625737833771
2008-02-27,-0.8071232739135336,-0.8342856676177952,-0.8147812544930395,-0.8265043918021279,1.2982606441917688,1.287029311425507
2008-02-28,-0.7670713930346258,-0.7826369850273901,-0.7625099887935348,-0.7818500616764578,1.5724025742883863,-2.2785278315988813
2008-02-29,-0.7952517811638141,-0.7679542491739304,-0.7738782749948478,-0.7874899966011841,0.8775034928966081,-1.3325915650716487
2008-03-03,-0.8142115924000163,-0.7985288873628994,-0.7980430240559303,-0.827027684733288,1.524110086299226,1.3018250667811981
2008-03-04,-0.7975569253870605,-0.8126358296534782,-0.8043270013531386,-0.813073206569016,1.8925414365257232,0.46380295798236754
